sno,time,tv_count,tp_count,target_circle
2487,00:01:02.522,3,1,on/off road
2488,00:01:02.542,3,1,on/off road
2489,00:01:02.562,3,1,on/off road
2490,00:01:02.582,3,1,on/off road
2493,00:01:02.642,3,1,on/off road
2494,00:01:02.662,3,1,on/off road
2496,00:01:02.682,3,1,on/off road
2499,00:01:02.722,3,1,on/off road
2500,00:01:02.762,3,1,on/off road
2501,00:01:02.782,3,1,on/off road
2504,00:01:02.842,4,1,on/off road
2505,00:01:02.862,4,1,on/off road
2506,00:01:02.882,4,1,on/off road
2510,00:01:02.942,2,1,on/off road
2511,00:01:02.982,2,1,on/off road
2514,00:01:03.022,3,1,on/off road
2515,00:01:03.062,3,1,on/off road
2517,00:01:03.082,3,1,on/off road
2519,00:01:03.102,2,1,on/off road
2520,00:01:03.162,2,1,on/off road
2521,00:01:03.182,2,1,on/off road
2523,00:01:03.202,2,1,on/off road
2524,00:01:03.222,2,1,on/off road
2525,00:01:03.242,2,1,on/off road
2526,00:01:03.282,2,1,on/off road
2530,00:01:03.362,3,0,on/off road
2531,00:01:03.641,3,0,on/off road
2535,00:01:03.741,5,0,on/off road
2538,00:01:03.801,3,0,vehicle
2539,00:01:03.821,3,0,vehicle
2541,00:01:04.161,3,0,vehicle
2543,00:01:04.261,2,0,vehicle
2544,00:01:04.301,2,0,vehicle
2548,00:01:04.321,1,0,on/off road
2549,00:01:04.381,1,0,on/off road
2550,00:01:04.401,1,0,on/off road
2552,00:01:04.441,1,0,on/off road
2553,00:01:04.461,1,0,on/off road
2554,00:01:04.501,1,0,on/off road
2558,00:01:04.741,1,0,___
2560,00:01:04.881,2,1,on/off road
2561,00:01:04.901,2,1,on/off road
2564,00:01:04.941,2,1,on/off road
2566,00:01:05.600,2,1,on/off road
2567,00:01:05.620,2,1,on/off road
2571,00:01:05.800,6,1,on/off road
2573,00:01:05.880,6,1,on/off road
2575,00:01:05.920,5,1,on/off road
2577,00:01:05.960,5,1,on/off road
2578,00:01:06.460,5,1,on/off road
2579,00:01:06.480,5,1,on/off road
2583,00:01:06.540,3,1,on/off road
2585,00:01:06.580,3,1,on/off road
2588,00:01:06.640,4,1,on/off road
2589,00:01:06.959,4,1,on/off road
2592,00:01:07.039,2,0,on/off road
2593,00:01:07.099,2,0,on/off road
2595,00:01:07.199,2,0,on/off road
2597,00:01:07.299,3,1,on/off road
2598,00:01:07.319,3,1,on/off road
2602,00:01:07.439,3,1,on/off road
2603,00:01:07.539,3,1,on/off road
2606,00:01:07.739,3,1,on/off road
2609,00:01:07.799,2,2,on/off road
2611,00:01:07.819,3,2,on/off road
2612,00:01:08.059,3,2,on/off road
2614,00:01:08.119,3,2,on/off road
2617,00:01:08.239,3,0,on/off road
2618,00:01:08.419,3,0,on/off road
2621,00:01:08.598,3,1,on/off road
2622,00:01:08.618,3,1,on/off road
2624,00:01:08.658,3,1,on/off road
2626,00:01:08.718,3,1,on/off road
2627,00:01:08.798,3,1,on/off road
2630,00:01:08.838,3,1,on/off road
2631,00:01:08.858,3,1,on/off road
2632,00:01:08.878,3,1,on/off road
2633,00:01:08.898,3,1,on/off road
2635,00:01:08.918,3,0,on/off road
2636,00:01:08.958,3,0,on/off road
2639,00:01:08.998,3,0,on/off road
2642,00:01:09.098,3,0,on/off road
2643,00:01:09.158,4,1,on/off road
2644,00:01:09.198,4,2,on/off road
2645,00:01:09.238,4,2,on/off road
2648,00:01:09.358,3,0,on/off road
2649,00:01:09.378,3,0,on/off road
2650,00:01:09.398,3,0,on/off road
2651,00:01:09.458,3,0,on/off road
2652,00:01:09.498,3,0,on/off road
2655,00:01:09.778,2,0,on/off road
2656,00:01:09.798,2,0,on/off road
2658,00:01:11.397,2,0,on/off road
2659,00:01:11.457,2,0,on/off road
2661,00:01:11.497,2,0,on/off road
2663,00:01:11.557,3,1,vehicle
2665,00:01:11.816,3,2,on/off road
2667,00:01:11.856,3,2,on/off road
2668,00:01:11.876,3,2,on/off road
2671,00:01:11.976,4,1,___
2672,00:01:12.016,4,1,___
2675,00:01:12.096,5,1,on/off road
2676,00:01:12.116,5,1,on/off road
2678,00:01:12.156,5,1,on/off road
2680,00:01:12.216,5,1,on/off road
2683,00:01:12.276,4,3,on/off road
2684,00:01:12.356,4,3,on/off road
2687,00:01:12.376,4,5,on/off road
2688,00:01:12.456,4,5,on/off road
2689,00:01:12.516,4,5,on/off road
2692,00:01:12.536,3,2,on/off road
2693,00:01:12.576,3,2,on/off road
2694,00:01:12.596,3,2,on/off road
2695,00:01:12.616,3,2,on/off road
2698,00:01:12.716,4,4,on/off road
2700,00:01:12.736,4,4,on/off road
2701,00:01:12.756,4,4,on/off road
2704,00:01:12.816,4,5,on/off road
2705,00:01:12.876,4,5,on/off road
2707,00:01:12.956,5,3,vehicle
2708,00:01:13.016,5,3,vehicle
2709,00:01:13.056,5,3,vehicle
2712,00:01:13.176,3,4,on/off road
2713,00:01:13.216,3,4,on/off road
2715,00:01:13.296,3,4,on/off road
2717,00:01:13.356,3,4,on/off road
2720,00:01:13.376,2,4,on/off road
2721,00:01:13.416,2,4,on/off road
2723,00:01:13.475,2,5,on/off road
2724,00:01:13.515,2,2,on/off road
2725,00:01:13.535,2,2,on/off road
2726,00:01:13.575,2,3,on/off road
2729,00:01:13.615,2,3,on/off road
2730,00:01:13.655,2,3,on/off road
2732,00:01:13.675,2,4,on/off road
2733,00:01:13.695,2,3,on/off road
2736,00:01:13.755,2,3,on/off road
2737,00:01:13.775,2,3,on/off road
2738,00:01:13.795,2,3,on/off road
2740,00:01:13.815,3,1,on/off road
2741,00:01:13.915,3,1,on/off road
2742,00:01:13.935,3,1,on/off road
2745,00:01:13.995,4,0,on/off road
2746,00:01:14.095,4,0,on/off road
2747,00:01:14.135,4,0,on/off road
2748,00:01:14.155,4,0,on/off road
2751,00:01:14.595,3,0,vehicle
2752,00:01:14.655,3,0,vehicle
2755,00:01:14.755,3,0,on/off road
2756,00:01:14.835,3,0,on/off road
2759,00:01:14.895,3,1,on/off road
2760,00:01:14.975,3,1,on/off road
2763,00:01:15.075,4,2,on/off road
2764,00:01:15.194,4,2,on/off road
2767,00:01:15.634,3,2,on/off road
2768,00:01:15.674,3,2,on/off road
2769,00:01:15.694,3,2,on/off road
2770,00:01:15.754,3,2,on/off road
2772,00:01:15.774,4,3,person
2773,00:01:16.134,4,3,person
2774,00:01:16.154,4,3,person
2775,00:01:16.174,4,3,person
2778,00:01:16.234,5,2,on/off road
2779,00:01:16.294,5,2,on/off road
2780,00:01:16.314,5,2,on/off road
2781,00:01:16.334,5,2,on/off road
2782,00:01:16.354,5,2,on/off road
2783,00:01:16.514,5,2,on/off road
2786,00:01:16.554,3,4,vehicle
2787,00:01:16.634,3,4,vehicle
2788,00:01:16.674,3,4,vehicle
2790,00:01:16.733,3,4,vehicle
2791,00:01:16.873,3,4,vehicle
2792,00:01:16.933,3,4,vehicle
2793,00:01:16.973,3,4,vehicle
2795,00:01:17.013,3,1,vehicle
2797,00:01:17.093,4,1,vehicle
2798,00:01:17.413,4,1,vehicle
2799,00:01:17.593,4,1,vehicle
2801,00:01:17.793,4,1,on/off road
2802,00:01:17.813,4,1,on/off road
2804,00:01:17.853,4,1,on/off road
2806,00:01:17.913,4,1,on/off road
2807,00:01:18.093,4,1,on/off road
2808,00:01:18.113,4,1,on/off road
2810,00:01:18.173,2,0,on/off road
2811,00:01:18.273,2,0,on/off road
2812,00:01:18.313,2,0,on/off road
2816,00:01:18.432,4,1,on/off road
2817,00:01:18.772,4,1,on/off road
2818,00:01:18.792,4,1,on/off road
2819,00:01:18.812,4,1,on/off road
2822,00:01:18.852,4,3,vehicle
2823,00:01:18.932,4,3,vehicle
2824,00:01:19.072,4,3,vehicle
2826,00:01:19.172,3,1,vehicle
2827,00:01:19.352,3,1,vehicle
2829,00:01:19.492,3,0,on/off road
2830,00:01:19.572,2,0,vehicle
2831,00:01:19.592,2,0,vehicle
2832,00:01:19.632,2,0,vehicle
2833,00:01:19.652,2,0,vehicle
2834,00:01:19.672,4,0,vehicle
2835,00:01:19.692,4,0,vehicle
2836,00:01:19.712,4,0,vehicle
2837,00:01:19.872,4,0,vehicle
2839,00:01:19.892,4,0,vehicle
2841,00:01:20.032,4,1,vehicle
2842,00:01:20.091,4,1,vehicle
2843,00:01:20.111,4,1,vehicle
2844,00:01:20.131,4,1,vehicle
2846,00:01:20.171,1,0,on/off road
2847,00:01:20.291,1,0,on/off road
2848,00:01:20.331,1,0,on/off road
2850,00:01:20.411,1,0,on/off road
2852,00:01:20.691,2,0,on/off road
2853,00:01:20.831,2,0,on/off road
2856,00:01:20.931,3,0,on/off road
2857,00:01:20.971,3,0,on/off road
2859,00:01:20.991,3,0,on/off road
2860,00:01:21.211,4,1,vehicle
2861,00:01:21.231,4,1,vehicle
2863,00:01:21.351,4,1,on/off road
2866,00:01:21.411,3,1,vehicle
2867,00:01:21.451,3,1,vehicle
2868,00:01:21.491,3,1,vehicle
2871,00:01:21.611,3,1,on/off road
2872,00:01:21.770,3,1,on/off road
2873,00:01:21.850,3,1,on/off road
2876,00:01:21.890,2,1,on/off road
2877,00:01:22.070,2,1,on/off road
2878,00:01:22.090,2,1,on/off road
2879,00:01:22.110,2,1,on/off road
2880,00:01:22.130,2,1,on/off road
2881,00:01:22.410,2,1,on/off road
2884,00:01:22.490,2,1,on/off road
2886,00:01:22.530,2,1,on/off road
2887,00:01:22.550,2,1,on/off road
2894,00:01:22.690,2,0,on/off road
2895,00:01:22.730,1,0,on/off road
2897,00:01:22.750,1,0,on/off road
2899,00:01:22.790,1,0,on/off road
2900,00:01:22.870,1,0,on/off road
2902,00:01:22.890,1,0,on/off road
2904,00:01:22.950,1,0,on/off road
2905,00:01:22.970,1,0,on/off road
2906,00:01:22.990,1,0,on/off road
2907,00:01:23.050,1,0,on/off road
2910,00:01:23.350,1,0,on/off road
2912,00:01:23.369,2,0,on/off road
2915,00:01:23.469,1,0,on/off road
2916,00:01:23.609,1,0,on/off road
2919,00:01:23.729,1,0,on/off road
2920,00:01:23.789,1,0,on/off road
2921,00:01:23.849,1,0,on/off road
2924,00:01:23.989,1,0,on/off road
2925,00:01:24.009,1,0,on/off road
2927,00:01:24.029,1,0,on/off road
2929,00:01:24.089,4,0,on/off road
2930,00:01:24.129,4,0,on/off road
2931,00:01:24.289,4,0,on/off road
2933,00:01:24.349,3,0,on/off road
2934,00:01:24.409,3,0,on/off road
2936,00:01:24.429,3,0,on/off road
2938,00:01:24.469,2,0,on/off road
2940,00:01:24.489,2,0,on/off road
2941,00:01:24.509,2,0,on/off road
2942,00:01:24.529,2,0,on/off road
2945,00:01:24.589,1,0,on/off road
2946,00:01:24.609,1,0,on/off road
2948,00:01:24.629,2,0,on/off road
2950,00:01:24.649,3,0,on/off road
2951,00:01:24.729,3,0,on/off road
2952,00:01:24.809,3,0,on/off road
2955,00:01:24.969,3,0,on/off road
2957,00:01:25.028,3,0,on/off road
2960,00:01:25.068,2,0,vehicle
2961,00:01:25.148,2,0,vehicle
2962,00:01:25.168,2,0,vehicle
2965,00:01:25.208,1,0,on/off road
2966,00:01:25.308,1,0,on/off road
2967,00:01:25.328,1,0,on/off road
2969,00:01:25.368,3,0,on/off road
2970,00:01:25.488,3,0,on/off road
2973,00:01:25.668,3,0,on/off road
2974,00:01:25.688,3,0,on/off road
2975,00:01:25.708,3,0,on/off road
2978,00:01:25.788,4,1,on/off road
2979,00:01:25.828,4,1,on/off road
2980,00:01:25.848,4,1,on/off road
2982,00:01:25.888,3,0,on/off road
2983,00:01:25.908,3,0,on/off road
2985,00:01:25.948,3,0,on/off road
2987,00:01:25.988,5,0,on/off road
2988,00:01:26.008,5,0,on/off road
2989,00:01:26.028,5,0,on/off road
2990,00:01:26.048,5,0,on/off road
2993,00:01:26.208,6,1,on/off road
2994,00:01:26.248,6,1,on/off road
2997,00:01:26.288,6,1,on/off road
2999,00:01:26.368,6,1,on/off road
3000,00:01:26.388,6,1,on/off road
3005,00:01:26.528,5,1,on/off road
3007,00:01:26.548,5,1,vehicle
3008,00:01:26.608,5,1,vehicle
3010,00:01:26.628,5,1,vehicle
3013,00:01:26.687,6,1,vehicle
3014,00:01:26.707,6,1,vehicle
3015,00:01:26.727,6,1,vehicle
3017,00:01:26.767,6,1,on/off road
3018,00:01:26.807,6,1,on/off road
3019,00:01:26.827,6,1,on/off road
3023,00:01:26.887,7,1,on/off road
3025,00:01:26.907,7,1,on/off road
3026,00:01:26.987,7,1,on/off road
3029,00:01:27.007,7,2,on/off road
3030,00:01:27.427,7,2,on/off road
3033,00:01:27.447,6,0,on/off road
3034,00:01:27.667,6,0,on/off road
3035,00:01:27.687,6,0,on/off road
3038,00:01:27.707,7,1,on/off road
3039,00:01:27.767,7,1,on/off road
3040,00:01:27.807,7,1,on/off road
3044,00:01:27.867,6,1,on/off road
3045,00:01:27.887,6,1,on/off road
3046,00:01:27.907,5,1,on/off road
3049,00:01:27.947,5,0,on/off road
3050,00:01:28.027,5,0,on/off road
3054,00:01:28.386,5,2,on/off road
3055,00:01:28.406,5,2,on/off road
3058,00:01:28.446,7,2,on/off road
3059,00:01:28.546,7,2,on/off road
3060,00:01:28.566,7,2,on/off road
3063,00:01:28.686,5,3,vehicle
3064,00:01:28.706,5,3,vehicle
3065,00:01:28.726,5,3,vehicle
3068,00:01:28.826,8,2,on/off road
3069,00:01:28.866,8,2,on/off road
3072,00:01:28.986,7,2,vehicle
3073,00:01:29.066,7,2,vehicle
3075,00:01:29.086,7,2,vehicle
3077,00:01:29.186,7,2,vehicle
3079,00:01:29.266,8,0,on/off road
3080,00:01:29.486,8,0,on/off road
3081,00:01:29.506,8,0,on/off road
3084,00:01:29.546,8,1,on/off road
3085,00:01:29.626,8,1,on/off road
3089,00:01:29.686,8,1,vehicle
3090,00:01:29.706,8,1,vehicle
3091,00:01:29.726,8,1,vehicle
3092,00:01:29.766,8,1,vehicle
3093,00:01:29.786,8,1,vehicle
3095,00:01:29.826,8,1,vehicle
3098,00:01:29.866,7,1,vehicle
3099,00:01:29.886,7,1,vehicle
3100,00:01:29.906,7,1,vehicle
3101,00:01:29.926,7,1,vehicle
3104,00:01:29.985,6,1,vehicle
3105,00:01:30.005,6,1,vehicle
3107,00:01:30.025,6,1,vehicle
3109,00:01:30.045,6,1,vehicle
3110,00:01:30.125,7,1,vehicle
3112,00:01:30.145,7,1,vehicle
3113,00:01:30.165,7,1,vehicle
3114,00:01:30.285,7,1,vehicle
3115,00:01:30.305,7,1,vehicle
3118,00:01:30.365,6,1,on/off road
3119,00:01:30.385,6,1,on/off road
3120,00:01:30.425,6,1,on/off road
3124,00:01:30.985,6,1,on/off road
3125,00:01:31.005,6,1,on/off road
3128,00:01:31.385,5,1,vehicle
3129,00:01:31.425,5,1,vehicle
3130,00:01:31.445,5,1,vehicle
3134,00:01:31.545,5,2,vehicle
3136,00:01:31.565,5,2,vehicle
3137,00:01:31.585,5,2,vehicle
3140,00:01:31.664,5,3,vehicle
3141,00:01:31.684,5,3,vehicle
3143,00:01:31.824,4,2,vehicle
3144,00:01:31.964,4,2,vehicle
3145,00:01:31.984,4,2,vehicle
3146,00:01:32.044,4,2,vehicle
3150,00:01:32.064,4,4,on/off road
3151,00:01:32.384,4,4,on/off road
3153,00:01:32.464,4,4,on/off road
3154,00:01:32.484,4,4,on/off road
3156,00:01:32.904,4,4,on/off road
3158,00:01:32.944,4,3,on/off road
3159,00:01:33.004,4,3,on/off road
3160,00:01:33.024,4,3,on/off road
3162,00:01:33.184,5,2,on/off road
3164,00:01:33.283,5,2,on/off road
3166,00:01:33.343,6,1,on/off road
3167,00:01:33.443,6,1,on/off road
3168,00:01:33.603,6,1,on/off road
3169,00:01:33.623,6,1,on/off road
3171,00:01:33.723,5,0,on/off road
3173,00:01:33.823,5,0,on/off road
3174,00:01:33.843,5,0,on/off road
3176,00:01:33.863,4,0,on/off road
3177,00:01:33.883,4,0,on/off road
3178,00:01:34.183,4,0,on/off road
3181,00:01:34.363,4,0,on/off road
3183,00:01:34.383,4,0,on/off road
3186,00:01:34.743,3,0,on/off road
3187,00:01:34.863,3,0,on/off road
3191,00:01:34.982,3,4,on/off road
3193,00:01:35.022,3,4,on/off road
3195,00:01:35.102,4,3,vehicle
3196,00:01:35.122,4,3,vehicle
3197,00:01:35.142,4,3,vehicle
3198,00:01:35.162,4,3,vehicle
3201,00:01:35.362,4,3,vehicle
3202,00:01:35.442,4,3,vehicle
3203,00:01:35.542,4,3,vehicle
3205,00:01:35.562,5,3,on/off road
3206,00:01:35.602,5,3,on/off road
3207,00:01:35.662,5,3,on/off road
3209,00:01:35.682,5,3,on/off road
3211,00:01:35.762,4,1,vehicle
3212,00:01:35.782,4,1,vehicle
3215,00:01:35.842,5,2,vehicle
3217,00:01:35.882,5,2,vehicle
3221,00:01:35.962,5,2,vehicle
3222,00:01:35.982,5,2,vehicle
3224,00:01:36.002,4,3,on/off road
3225,00:01:36.022,4,3,on/off road
3226,00:01:36.062,5,1,on/off road
3227,00:01:36.082,5,1,on/off road
3229,00:01:36.102,5,1,on/off road
3230,00:01:36.202,5,1,on/off road
3231,00:01:36.282,5,1,on/off road
3233,00:01:36.302,4,2,on/off road
3234,00:01:36.362,4,2,on/off road
3235,00:01:36.382,4,2,on/off road
3236,00:01:36.422,4,2,on/off road
3239,00:01:36.482,3,2,on/off road
3240,00:01:36.522,3,2,on/off road
3244,00:01:36.601,3,3,on/off road
3245,00:01:36.621,3,3,on/off road
3249,00:01:36.701,4,3,on/off road
3250,00:01:36.721,4,3,on/off road
3254,00:01:36.761,3,3,on/off road
3255,00:01:36.801,3,3,on/off road
3257,00:01:36.821,3,3,on/off road
3261,00:01:36.861,3,2,on/off road
3262,00:01:36.941,3,2,on/off road
3263,00:01:36.981,3,2,on/off road
3264,00:01:37.001,3,2,on/off road
3266,00:01:37.041,3,2,on/off road
3269,00:01:37.061,3,2,on/off road
3270,00:01:37.121,3,2,on/off road
3271,00:01:37.141,3,2,on/off road
3274,00:01:37.201,3,3,on/off road
3275,00:01:37.241,3,3,on/off road
3277,00:01:37.261,3,4,on/off road
3279,00:01:37.321,3,4,on/off road
3280,00:01:37.361,3,4,on/off road
3281,00:01:37.381,3,4,on/off road
3284,00:01:37.441,3,5,on/off road
3285,00:01:37.521,3,5,on/off road
3286,00:01:37.601,3,5,on/off road
3288,00:01:37.621,3,5,on/off road
3291,00:01:37.701,3,2,on/off road
3292,00:01:37.721,3,2,on/off road
3293,00:01:37.741,3,2,on/off road
3295,00:01:38.041,3,1,on/off road
3297,00:01:38.320,3,1,on/off road
3300,00:01:38.400,3,0,on/off road
3301,00:01:38.440,3,0,on/off road
3304,00:01:38.460,3,0,on/off road
3305,00:01:38.500,3,0,on/off road
3307,00:01:38.540,3,0,on/off road
3310,00:01:38.600,3,0,vehicle
3311,00:01:38.640,3,0,vehicle
3314,00:01:38.660,3,0,on/off road
3315,00:01:38.740,3,0,on/off road
3320,00:01:39.160,3,0,on/off road
3321,00:01:39.340,3,0,on/off road
3323,00:01:39.360,3,0,vehicle
3324,00:01:39.400,3,0,vehicle
3325,00:01:39.420,3,0,vehicle
3326,00:01:39.440,3,0,vehicle
3330,00:01:39.520,3,0,on/off road
3331,00:01:39.540,3,0,on/off road
3335,00:01:39.700,4,1,on/off road
3337,00:01:39.899,4,1,on/off road
3341,00:01:40.339,4,1,on/off road
3342,00:01:40.459,4,0,on/off road
3344,00:01:40.479,4,0,on/off road
3347,00:01:40.579,3,0,on/off road
3348,00:01:40.599,3,0,on/off road
3351,00:01:40.639,3,0,on/off road
3352,00:01:40.679,3,0,on/off road
3353,00:01:40.699,3,0,on/off road
3355,00:01:40.779,3,0,on/off road
3356,00:01:40.799,3,1,on/off road
3358,00:01:41.079,3,0,on/off road
3361,00:01:41.199,2,0,vehicle
3362,00:01:41.239,2,0,vehicle
3363,00:01:41.279,2,0,vehicle
3367,00:01:41.479,2,0,on/off road
3369,00:01:41.498,2,0,on/off road
3370,00:01:41.518,2,0,on/off road
3372,00:01:41.578,2,0,on/off road
3374,00:01:41.598,2,0,on/off road
3375,00:01:41.618,2,0,on/off road
3378,00:01:41.658,3,0,on/off road
3379,00:01:41.698,3,0,on/off road
3380,00:01:41.718,3,0,on/off road
3382,00:01:41.738,3,0,on/off road
3385,00:01:41.758,3,1,on/off road
3386,00:01:41.838,3,1,on/off road
3387,00:01:41.878,3,1,on/off road
3388,00:01:41.898,3,1,on/off road
3389,00:01:41.918,3,1,on/off road
3391,00:01:41.958,3,1,on/off road
3392,00:01:41.978,3,1,on/off road
3396,00:01:42.018,3,2,on/off road
3397,00:01:42.038,3,2,on/off road
3398,00:01:42.058,3,2,on/off road
3399,00:01:42.078,3,2,on/off road
3402,00:01:42.178,2,0,on/off road
3403,00:01:42.238,2,0,on/off road
3405,00:01:42.278,2,0,on/off road
3407,00:01:42.338,3,2,on/off road
3408,00:01:42.398,3,2,on/off road
3409,00:01:42.418,3,2,on/off road
3412,00:01:42.558,3,1,on/off road
3413,00:01:42.578,3,1,on/off road
3414,00:01:42.638,3,1,on/off road
3418,00:01:42.658,3,2,on/off road
3419,00:01:42.858,3,2,on/off road
3422,00:01:42.878,5,2,on/off road
3423,00:01:42.978,5,2,on/off road
3425,00:01:42.998,5,2,on/off road
3429,00:01:43.078,4,2,vehicle
3431,00:01:43.098,4,2,vehicle
3434,00:01:43.118,3,1,on/off road
3435,00:01:43.177,3,1,on/off road
3436,00:01:43.217,3,1,on/off road
3439,00:01:43.257,4,4,on/off road
3440,00:01:43.277,4,4,on/off road
3441,00:01:43.337,4,4,on/off road
3442,00:01:43.357,4,4,on/off road
3444,00:01:43.457,6,4,on/off road
3445,00:01:43.477,6,4,on/off road
3449,00:01:43.517,3,4,on/off road
3451,00:01:43.577,3,4,on/off road
3453,00:01:43.637,3,6,on/off road
3455,00:01:43.677,4,4,on/off road
3459,00:01:43.837,4,5,on/off road
3461,00:01:43.857,4,5,on/off road
3464,00:01:43.917,5,7,on/off road
3465,00:01:43.957,5,7,on/off road
3466,00:01:44.037,5,7,on/off road
3468,00:01:44.117,4,9,on/off road
3469,00:01:44.137,4,9,on/off road
3471,00:01:44.197,4,9,on/off road
3474,00:01:44.217,4,9,on/off road
3476,00:01:44.317,4,7,on/off road
3478,00:01:44.357,3,5,on/off road
3479,00:01:44.377,3,5,on/off road
3480,00:01:44.397,3,5,on/off road
3482,00:01:44.417,4,5,on/off road
3484,00:01:44.437,4,6,on/off road
3485,00:01:44.477,4,6,on/off road
3486,00:01:44.497,4,6,on/off road
3487,00:01:44.517,4,6,on/off road
3489,00:01:44.537,3,5,on/off road
3490,00:01:44.677,3,5,on/off road
3491,00:01:44.697,3,5,on/off road
3494,00:01:44.796,5,5,on/off road
3495,00:01:44.816,5,5,on/off road
3496,00:01:44.836,5,5,on/off road
3498,00:01:44.876,5,5,on/off road
3499,00:01:44.896,5,5,on/off road
3500,00:01:44.936,5,5,on/off road
3502,00:01:44.956,4,4,on/off road
3504,00:01:45.016,4,4,on/off road
3505,00:01:45.036,4,5,on/off road
3508,00:01:45.076,5,4,on/off road
3509,00:01:45.136,5,4,on/off road
3512,00:01:45.176,5,4,on/off road
3513,00:01:45.216,5,4,on/off road
3514,00:01:45.236,5,4,on/off road
3517,00:01:45.296,5,3,vehicle
3519,00:01:45.496,5,3,vehicle
3522,00:01:45.516,5,2,vehicle
3524,00:01:45.596,4,4,vehicle
3526,00:01:45.636,6,3,vehicle
3527,00:01:45.676,6,3,vehicle
3529,00:01:45.696,5,3,vehicle
3531,00:01:45.736,5,3,vehicle
3532,00:01:45.796,5,3,vehicle
3535,00:01:45.836,4,3,on/off road
3536,00:01:45.876,4,3,on/off road
3538,00:01:45.896,4,3,on/off road
3540,00:01:45.916,4,3,on/off road
3542,00:01:45.996,5,3,on/off road
3545,00:01:46.036,3,3,on/off road
3546,00:01:46.096,3,3,on/off road
3549,00:01:46.136,5,4,on/off road
3550,00:01:46.176,5,4,on/off road
3551,00:01:46.196,5,4,on/off road
3554,00:01:46.236,5,5,on/off road
3555,00:01:46.256,5,5,on/off road
3557,00:01:46.276,5,2,on/off road
3558,00:01:46.296,5,2,on/off road
3561,00:01:46.376,6,2,on/off road
3562,00:01:46.396,6,2,on/off road
3565,00:01:46.416,5,3,on/off road
3566,00:01:46.455,5,3,on/off road
3568,00:01:46.495,6,1,on/off road
3570,00:01:46.575,6,2,on/off road
3572,00:01:46.595,6,2,on/off road
3574,00:01:46.655,5,3,on/off road
3576,00:01:46.675,5,3,on/off road
3577,00:01:46.695,5,3,on/off road
3580,00:01:46.715,5,1,on/off road
3581,00:01:46.795,5,1,on/off road
3583,00:01:46.835,5,1,on/off road
3585,00:01:46.895,5,1,on/off road
3589,00:01:46.975,4,0,on/off road
3590,00:01:46.995,4,0,on/off road
3592,00:01:47.015,7,0,vehicle
3593,00:01:47.095,7,0,vehicle
3597,00:01:47.155,5,0,on/off road
3598,00:01:47.175,5,0,on/off road
3600,00:01:47.195,5,0,on/off road
3602,00:01:47.235,5,0,on/off road
3603,00:01:47.255,5,0,on/off road
3604,00:01:47.275,5,0,on/off road
3605,00:01:47.295,5,0,on/off road
3608,00:01:47.335,4,0,vehicle
3609,00:01:47.355,4,0,vehicle
3610,00:01:47.375,4,0,vehicle
3611,00:01:47.395,4,0,vehicle
3614,00:01:47.455,4,1,on/off road
3616,00:01:47.495,5,1,vehicle
3620,00:01:47.575,5,1,vehicle
3621,00:01:47.595,5,1,vehicle
3623,00:01:47.615,3,1,on/off road
3624,00:01:47.675,3,1,on/off road
3625,00:01:47.695,3,1,on/off road
3627,00:01:47.735,5,1,vehicle
3628,00:01:47.755,5,1,vehicle
3629,00:01:47.775,5,1,vehicle
3630,00:01:47.795,5,2,vehicle
3632,00:01:47.855,6,1,vehicle
3633,00:01:47.875,6,1,vehicle
3634,00:01:47.895,6,1,vehicle
3637,00:01:47.975,5,1,vehicle
3639,00:01:47.995,5,1,vehicle
3642,00:01:48.035,6,0,vehicle
3643,00:01:48.075,6,0,vehicle
3644,00:01:48.094,6,0,vehicle
3647,00:01:48.134,6,0,vehicle
3648,00:01:48.154,6,0,vehicle
3649,00:01:48.174,6,0,vehicle
3651,00:01:48.194,6,0,vehicle
3653,00:01:48.234,5,1,vehicle
3654,00:01:48.354,5,1,vehicle
3658,00:01:48.414,4,1,vehicle
3659,00:01:48.434,4,1,vehicle
3660,00:01:48.454,4,1,vehicle
3662,00:01:48.474,4,1,vehicle
3663,00:01:48.494,4,1,vehicle
3664,00:01:48.514,4,1,vehicle
3666,00:01:48.554,4,1,vehicle
3670,00:01:48.574,4,1,vehicle
3671,00:01:48.654,4,1,vehicle
3674,00:01:48.694,4,1,vehicle
3676,00:01:48.714,4,1,vehicle
3677,00:01:48.754,4,1,vehicle
3680,00:01:48.814,4,0,vehicle
3681,00:01:48.854,4,0,vehicle
3683,00:01:48.874,5,0,vehicle
3684,00:01:48.914,5,0,vehicle
3685,00:01:49.134,5,0,vehicle
3688,00:01:49.174,5,0,vehicle
3689,00:01:49.214,5,0,vehicle
3690,00:01:49.234,5,0,vehicle
3692,00:01:49.274,5,0,on/off road
3693,00:01:49.314,5,0,on/off road
3695,00:01:49.334,5,0,on/off road
3696,00:01:49.374,5,0,on/off road
3697,00:01:49.394,5,0,on/off road
3699,00:01:49.434,5,0,on/off road
3702,00:01:49.474,4,0,on/off road
3703,00:01:49.494,4,0,on/off road
3704,00:01:49.534,4,0,on/off road
3707,00:01:49.554,3,0,on/off road
3708,00:01:49.574,3,0,on/off road
3710,00:01:49.634,4,0,on/off road
3714,00:01:49.714,3,0,vehicle
3716,00:01:49.733,3,0,vehicle
3719,00:01:49.813,3,0,vehicle
3720,00:01:49.833,3,0,vehicle
