0,1,2,3,4
1618,00:01:21.192,1,1,on/off road
1620,00:01:21.292,1,1,on/off road
1622,00:01:21.392,1,1,on/off road
1623,00:01:21.472,1,1,on/off road
1624,00:01:21.492,1,1,on/off road
1625,00:01:21.572,1,1,on/off road
1626,00:01:21.592,1,1,on/off road
1627,00:01:21.672,1,1,on/off road
1628,00:01:21.692,1,1,on/off road
1631,00:01:21.772,1,2,on/off road
1632,00:01:21.892,1,2,on/off road
1633,00:01:21.991,0,2,on/off road
1635,00:01:22.011,0,2,on/off road
1636,00:01:22.111,0,2,on/off road
1637,00:01:22.191,0,2,on/off road
1639,00:01:22.291,0,2,on/off road
1640,00:01:22.371,0,2,on/off road
1641,00:01:22.411,0,2,on/off road
1643,00:01:22.511,0,2,on/off road
1645,00:01:22.571,0,2,on/off road
1646,00:01:22.711,0,2,on/off road
1647,00:01:22.751,0,2,on/off road
1649,00:01:22.811,0,2,on/off road
1652,00:01:22.911,0,1,on/off road
1653,00:01:22.991,0,1,on/off road
1654,00:01:23.011,0,1,on/off road
1656,00:01:23.071,0,1,on/off road
1657,00:01:23.211,0,1,on/off road
1658,00:01:23.231,0,1,on/off road
1659,00:01:23.311,0,1,on/off road
1661,00:01:23.371,0,1,on/off road
1662,00:01:23.391,0,1,on/off road
1664,00:01:23.451,0,1,on/off road
1665,00:01:23.491,0,1,on/off road
1666,00:01:23.610,0,1,on/off road
1667,00:01:23.670,0,1,on/off road
1668,00:01:23.710,0,1,on/off road
1670,00:01:23.790,0,1,on/off road
1672,00:01:23.910,0,1,on/off road
1675,00:01:24.090,2,1,on/off road
1676,00:01:24.110,1,1,on/off road
1677,00:01:24.170,1,1,on/off road
1678,00:01:24.210,2,1,on/off road
1680,00:01:24.310,1,0,on/off road
1681,00:01:24.330,1,0,on/off road
1682,00:01:24.370,1,0,on/off road
1683,00:01:24.410,1,0,on/off road
1685,00:01:24.510,0,0,on/off road
1687,00:01:24.630,2,0,on/off road
1688,00:01:24.690,2,0,on/off road
1689,00:01:24.710,2,0,on/off road
1690,00:01:24.730,2,0,on/off road
1691,00:01:24.770,2,0,on/off road
1692,00:01:24.830,2,0,on/off road
1694,00:01:24.930,2,0,on/off road
1697,00:01:25.030,2,1,on/off road
1698,00:01:25.130,2,1,on/off road
1699,00:01:25.150,3,0,on/off road
1700,00:01:25.230,3,0,on/off road
1702,00:01:25.290,3,0,on/off road
1703,00:01:25.389,5,1,on/off road
1704,00:01:25.429,5,1,on/off road
1707,00:01:25.549,6,1,on/off road
1708,00:01:25.629,6,1,on/off road
1709,00:01:25.689,6,1,on/off road
1710,00:01:25.729,6,1,on/off road
1712,00:01:25.829,5,1,on/off road
1714,00:01:25.869,5,1,on/off road
1715,00:01:25.929,4,1,on/off road
1716,00:01:26.029,4,1,on/off road
1717,00:01:26.069,4,0,vehicle
1719,00:01:26.149,4,0,vehicle
1720,00:01:26.169,6,2,on/off road
1721,00:01:26.189,6,2,on/off road
1722,00:01:26.269,6,2,on/off road
1723,00:01:26.349,6,2,on/off road
1724,00:01:26.369,6,2,on/off road
1726,00:01:26.409,5,2,on/off road
1727,00:01:26.449,5,2,on/off road
1728,00:01:26.509,5,2,on/off road
1729,00:01:26.569,5,2,on/off road
1731,00:01:26.669,5,3,on/off road
1733,00:01:26.749,5,3,on/off road
1734,00:01:26.769,5,2,on/off road
1736,00:01:26.869,5,3,on/off road
1737,00:01:26.889,5,3,on/off road
1739,00:01:26.969,5,3,on/off road
1741,00:01:27.028,5,3,on/off road
1742,00:01:27.068,5,3,on/off road
1743,00:01:27.128,5,3,on/off road
1744,00:01:27.268,4,5,on/off road
1745,00:01:27.288,4,2,on/off road
1746,00:01:27.368,4,2,on/off road
1747,00:01:27.428,5,2,on/off road
1748,00:01:27.468,5,2,on/off road
1750,00:01:27.528,4,0,on/off road
1751,00:01:27.648,4,0,on/off road
1752,00:01:27.668,4,0,on/off road
1753,00:01:27.768,4,0,on/off road
1755,00:01:27.788,5,0,on/off road
1756,00:01:27.868,5,0,on/off road
1758,00:01:27.968,3,1,on/off road
1759,00:01:28.068,3,1,on/off road
1761,00:01:28.188,4,1,on/off road
1763,00:01:28.268,3,1,on/off road
1764,00:01:28.288,2,1,on/off road
1765,00:01:28.448,3,1,on/off road
1767,00:01:28.568,3,1,on/off road
1769,00:01:28.668,3,1,on/off road
1771,00:01:28.767,8,1,on/off road
1772,00:01:28.787,8,1,on/off road
1773,00:01:28.847,8,1,on/off road
1774,00:01:28.907,8,1,on/off road
1775,00:01:28.947,8,1,on/off road
1776,00:01:28.967,8,1,on/off road
1778,00:01:29.087,8,2,vehicle
1780,00:01:29.127,6,2,on/off road
1781,00:01:29.187,6,2,on/off road
1782,00:01:29.287,6,2,on/off road
1784,00:01:29.347,6,2,on/off road
1785,00:01:29.387,6,3,on/off road
1786,00:01:29.407,7,4,on/off road
1787,00:01:29.527,7,4,on/off road
1788,00:01:29.587,7,4,on/off road
1789,00:01:29.667,7,4,on/off road
1790,00:01:29.687,7,4,on/off road
1791,00:01:29.727,6,3,on/off road
1792,00:01:29.787,6,2,on/off road
1794,00:01:29.887,7,4,on/off road
1797,00:01:29.987,7,3,on/off road
1798,00:01:30.067,7,4,on/off road
1799,00:01:30.087,7,4,on/off road
1801,00:01:30.187,7,3,on/off road
1803,00:01:30.247,6,3,on/off road
1804,00:01:30.287,7,3,on/off road
1805,00:01:30.307,7,3,on/off road
1806,00:01:30.387,7,3,on/off road
1808,00:01:30.466,7,3,on/off road
1809,00:01:30.526,6,2,on/off road
1810,00:01:30.586,6,2,on/off road
1812,00:01:30.666,7,2,on/off road
1814,00:01:30.786,7,2,on/off road
1815,00:01:30.886,7,2,on/off road
1818,00:01:30.926,7,2,on/off road
1819,00:01:31.066,6,2,on/off road
1820,00:01:31.126,6,2,on/off road
1821,00:01:31.206,6,2,on/off road
1823,00:01:31.286,6,2,on/off road
1824,00:01:31.306,8,2,on/off road
1825,00:01:31.346,8,2,on/off road
1826,00:01:31.386,8,2,on/off road
1827,00:01:31.466,8,2,on/off road
1828,00:01:31.506,8,2,on/off road
1829,00:01:31.566,8,2,on/off road
1830,00:01:31.606,6,2,on/off road
1832,00:01:31.666,6,2,on/off road
1833,00:01:31.706,6,2,on/off road
1834,00:01:31.806,6,2,on/off road
1836,00:01:31.886,6,2,on/off road
1837,00:01:31.906,6,2,on/off road
1839,00:01:32.006,6,2,on/off road
1841,00:01:32.105,8,2,on/off road
1842,00:01:32.145,8,2,on/off road
1843,00:01:32.205,8,2,on/off road
1844,00:01:32.225,7,2,on/off road
1845,00:01:32.305,7,2,on/off road
1846,00:01:32.425,7,2,on/off road
1849,00:01:32.465,6,2,vehicle
1850,00:01:32.625,6,2,vehicle
1852,00:01:32.725,7,2,vehicle
1854,00:01:32.805,6,2,vehicle
1855,00:01:32.825,6,2,vehicle
1856,00:01:32.865,6,2,vehicle
1858,00:01:33.005,6,2,on/off road
1859,00:01:33.025,6,2,on/off road
1861,00:01:33.125,6,2,on/off road
1862,00:01:33.185,7,2,on/off road
1864,00:01:33.225,7,2,on/off road
1865,00:01:33.305,7,2,on/off road
1866,00:01:33.325,7,2,on/off road
1868,00:01:33.425,7,2,on/off road
1870,00:01:33.525,6,2,on/off road
1871,00:01:33.605,6,2,on/off road
1873,00:01:33.625,6,2,on/off road
1874,00:01:33.685,6,2,on/off road
1875,00:01:33.745,5,2,on/off road
1876,00:01:33.824,5,2,on/off road
1878,00:01:33.904,6,2,on/off road
1879,00:01:33.924,6,2,on/off road
1880,00:01:33.964,6,2,on/off road
1881,00:01:34.024,6,2,on/off road
1884,00:01:34.124,5,2,on/off road
1885,00:01:34.204,5,2,on/off road
1886,00:01:34.224,5,2,on/off road
1888,00:01:34.344,8,2,on/off road
1889,00:01:34.384,8,2,on/off road
1890,00:01:34.424,7,2,on/off road
1892,00:01:34.524,7,2,on/off road
1893,00:01:34.604,7,2,on/off road
1894,00:01:34.624,7,2,on/off road
1895,00:01:34.704,7,2,on/off road
1896,00:01:34.724,7,2,on/off road
1898,00:01:34.824,9,2,on/off road
1899,00:01:34.864,9,2,on/off road
1900,00:01:34.904,9,2,on/off road
1901,00:01:34.924,9,2,on/off road
1903,00:01:35.024,8,2,on/off road
1904,00:01:35.104,8,2,on/off road
1905,00:01:35.124,8,2,on/off road
1907,00:01:35.224,9,2,on/off road
1908,00:01:35.244,9,2,on/off road
1909,00:01:35.324,9,2,on/off road
1911,00:01:35.424,7,2,on/off road
1912,00:01:35.523,7,2,on/off road
1915,00:01:35.583,7,2,on/off road
1916,00:01:35.663,7,2,on/off road
1917,00:01:35.723,7,2,on/off road
1919,00:01:35.763,6,1,on/off road
1920,00:01:35.823,6,1,on/off road
1922,00:01:35.923,6,1,on/off road
1923,00:01:36.023,6,1,on/off road
1926,00:01:36.123,5,0,on/off road
1928,00:01:36.223,5,0,on/off road
1930,00:01:36.323,7,1,on/off road
1932,00:01:36.423,7,0,on/off road
1933,00:01:36.483,7,0,on/off road
1934,00:01:36.503,7,2,on/off road
1935,00:01:36.583,7,2,on/off road
1937,00:01:36.623,9,2,vehicle
1938,00:01:36.683,8,2,vehicle
1939,00:01:36.723,8,2,vehicle
1941,00:01:36.823,8,2,vehicle
1944,00:01:36.923,8,0,on/off road
1945,00:01:37.043,8,0,on/off road
1947,00:01:37.142,8,0,on/off road
1949,00:01:37.182,7,0,vehicle
1950,00:01:37.242,7,0,vehicle
1952,00:01:37.342,8,0,on/off road
1953,00:01:37.382,8,0,on/off road
1954,00:01:37.422,8,0,on/off road
1955,00:01:37.442,8,0,on/off road
1956,00:01:37.482,8,0,on/off road
1957,00:01:37.502,8,0,on/off road
1958,00:01:37.542,8,0,on/off road
1959,00:01:37.642,8,0,on/off road
1961,00:01:37.682,8,0,vehicle
1962,00:01:37.742,8,0,vehicle
1963,00:01:37.762,8,0,vehicle
1965,00:01:37.842,8,0,vehicle
1967,00:01:37.942,8,0,vehicle
1968,00:01:38.002,8,0,vehicle
1969,00:01:38.142,8,0,vehicle
1970,00:01:38.162,8,0,vehicle
1971,00:01:38.182,8,0,vehicle
1972,00:01:38.262,8,0,vehicle
1974,00:01:38.362,6,0,vehicle
1975,00:01:38.522,6,0,vehicle
1976,00:01:38.542,6,0,vehicle
1977,00:01:38.602,6,0,vehicle
1978,00:01:38.642,6,0,vehicle
1980,00:01:38.742,6,0,vehicle
1982,00:01:38.841,5,0,vehicle
1984,00:01:38.941,5,0,vehicle
1985,00:01:38.981,6,0,vehicle
1986,00:01:39.041,6,0,vehicle
1989,00:01:39.141,6,0,on/off road
1990,00:01:39.221,6,0,vehicle
1991,00:01:39.241,6,0,vehicle
1993,00:01:39.341,6,0,vehicle
1994,00:01:39.401,6,0,vehicle
1995,00:01:39.441,6,0,vehicle
1997,00:01:39.541,6,0,vehicle
1998,00:01:39.581,6,0,vehicle
1999,00:01:39.701,6,0,vehicle
2000,00:01:39.741,6,0,vehicle
2001,00:01:39.821,5,0,vehicle
2002,00:01:39.841,5,0,vehicle
2003,00:01:39.881,5,0,vehicle
2004,00:01:39.901,6,0,vehicle
2005,00:01:39.981,6,0,vehicle
2006,00:01:40.041,6,0,vehicle
2007,00:01:40.101,6,0,vehicle
2008,00:01:40.141,6,0,vehicle
2010,00:01:40.241,6,0,vehicle
2012,00:01:40.341,7,0,vehicle
2013,00:01:40.441,7,0,vehicle
2015,00:01:40.501,7,0,vehicle
2017,00:01:40.520,8,0,on/off road
2018,00:01:40.640,8,0,on/off road
2019,00:01:40.740,8,0,on/off road
2021,00:01:40.840,8,0,on/off road
2022,00:01:40.900,8,0,on/off road
2023,00:01:40.920,7,0,vehicle
2024,00:01:40.940,7,0,vehicle
2025,00:01:41.020,7,0,vehicle
2026,00:01:41.040,7,0,vehicle
2028,00:01:41.100,8,0,vehicle
2029,00:01:41.200,10,0,vehicle
2030,00:01:41.240,9,0,vehicle
2031,00:01:41.300,9,0,vehicle
2033,00:01:41.340,8,0,on/off road
2034,00:01:41.440,8,0,on/off road
2036,00:01:41.520,8,0,on/off road
2037,00:01:41.540,8,0,on/off road
2038,00:01:41.660,8,0,on/off road
2040,00:01:41.760,8,0,on/off road
2043,00:01:41.820,8,0,on/off road
2044,00:01:41.940,8,0,on/off road
2045,00:01:42.060,8,0,on/off road
2047,00:01:42.160,8,0,on/off road
2049,00:01:42.259,7,2,vehicle
2050,00:01:42.319,7,2,vehicle
2052,00:01:42.439,7,2,vehicle
2053,00:01:42.459,7,2,vehicle
2055,00:01:42.559,7,2,vehicle
2057,00:01:42.679,7,2,on/off road
2058,00:01:42.779,7,2,on/off road
2061,00:01:42.879,8,1,on/off road
2062,00:01:42.979,8,1,on/off road
2064,00:01:43.079,8,1,on/off road
2065,00:01:43.139,8,1,on/off road
2066,00:01:43.179,8,1,on/off road
2067,00:01:43.279,8,1,on/off road
2069,00:01:43.379,8,1,on/off road
2071,00:01:43.439,8,1,on/off road
2072,00:01:43.479,7,1,on/off road
2074,00:01:43.579,7,2,on/off road
2075,00:01:43.599,7,2,on/off road
2077,00:01:43.679,7,2,on/off road
2078,00:01:43.779,7,2,on/off road
2079,00:01:43.839,7,2,on/off road
2081,00:01:43.879,5,3,on/off road
2082,00:01:43.898,4,3,on/off road
2083,00:01:43.978,4,3,on/off road
2084,00:01:44.078,4,3,on/off road
2086,00:01:44.318,4,3,on/off road
2089,00:01:44.398,6,2,vehicle
2090,00:01:44.458,6,2,vehicle
2091,00:01:44.518,6,2,vehicle
2092,00:01:44.558,6,2,vehicle
2093,00:01:44.598,6,2,vehicle
2094,00:01:44.618,6,2,vehicle
2095,00:01:44.678,6,2,vehicle
2097,00:01:44.778,6,2,vehicle
2098,00:01:44.838,6,2,vehicle
2100,00:01:44.918,9,2,___
2101,00:01:44.938,9,1,vehicle
2102,00:01:44.998,9,1,vehicle
2104,00:01:45.138,8,3,vehicle
2106,00:01:45.158,9,2,vehicle
2107,00:01:45.238,9,2,vehicle
2108,00:01:45.338,9,2,vehicle
2110,00:01:45.438,9,2,vehicle
2111,00:01:45.518,9,2,vehicle
2112,00:01:45.538,9,2,vehicle
2113,00:01:45.617,9,2,vehicle
2114,00:01:45.637,5,5,vehicle
2115,00:01:45.757,5,4,on/off road
2116,00:01:45.797,5,4,on/off road
2117,00:01:45.837,5,4,on/off road
2118,00:01:46.077,5,4,on/off road
2120,00:01:46.177,5,4,on/off road
2122,00:01:46.257,6,0,vehicle
2123,00:01:46.277,6,0,vehicle
2125,00:01:46.377,6,3,vehicle
2127,00:01:46.477,6,3,vehicle
2129,00:01:46.577,6,3,vehicle
2132,00:01:46.677,6,1,on/off road
2133,00:01:46.737,6,1,on/off road
2134,00:01:46.777,6,1,on/off road
2135,00:01:46.857,6,0,on/off road
2136,00:01:46.877,6,1,on/off road
2138,00:01:47.037,6,1,vehicle
2139,00:01:47.077,6,1,vehicle
2140,00:01:47.157,6,1,vehicle
2141,00:01:47.177,6,1,vehicle
2143,00:01:47.277,7,0,vehicle
2144,00:01:47.296,7,1,vehicle
2145,00:01:47.516,7,1,vehicle
2148,00:01:47.616,6,1,on/off road
2149,00:01:47.716,6,1,on/off road
2150,00:01:47.776,6,1,on/off road
2151,00:01:47.816,7,1,on/off road
2153,00:01:47.916,6,1,on/off road
2154,00:01:47.976,6,1,on/off road
2155,00:01:48.016,7,1,on/off road
2157,00:01:48.076,6,0,on/off road
2158,00:01:48.116,6,0,on/off road
2159,00:01:48.176,6,0,on/off road
2160,00:01:48.216,6,0,on/off road
2161,00:01:48.316,6,0,vehicle
2163,00:01:48.376,6,0,vehicle
2164,00:01:48.416,6,0,vehicle
2166,00:01:48.476,6,0,vehicle
2167,00:01:48.516,6,0,vehicle
2168,00:01:48.576,6,0,vehicle
2169,00:01:48.676,7,0,vehicle
2170,00:01:48.716,7,0,vehicle
2171,00:01:48.816,7,0,vehicle
2173,00:01:48.916,6,0,vehicle
2174,00:01:48.936,6,0,vehicle
2175,00:01:48.995,6,1,vehicle
2176,00:01:49.115,6,1,vehicle
2178,00:01:49.175,6,1,vehicle
2179,00:01:49.215,7,2,vehicle
2180,00:01:49.315,7,2,vehicle
2183,00:01:49.415,7,2,vehicle
2184,00:01:49.435,7,2,vehicle
2185,00:01:49.475,7,2,vehicle
2186,00:01:49.615,7,2,vehicle
2188,00:01:49.715,7,2,vehicle
2190,00:01:49.815,7,2,vehicle
2191,00:01:49.895,7,2,vehicle
2192,00:01:49.915,7,2,vehicle
2193,00:01:49.975,7,2,vehicle
2194,00:01:50.015,7,2,vehicle
2195,00:01:50.035,6,2,on/off road
2196,00:01:50.115,6,2,on/off road
2198,00:01:50.235,6,2,on/off road
2199,00:01:50.295,6,2,on/off road
2200,00:01:50.315,6,2,on/off road
2201,00:01:50.415,6,2,on/off road
2202,00:01:50.515,6,2,on/off road
2203,00:01:50.535,6,2,on/off road
2205,00:01:50.634,6,2,on/off road
2206,00:01:50.714,6,2,on/off road
2207,00:01:50.754,6,2,on/off road
2209,00:01:50.874,6,1,vehicle
2210,00:01:50.934,6,1,vehicle
2211,00:01:51.034,6,1,vehicle
2212,00:01:51.054,6,1,vehicle
2213,00:01:51.114,6,1,vehicle
2214,00:01:51.154,6,1,vehicle
2216,00:01:51.254,6,1,vehicle
2217,00:01:51.314,6,1,vehicle
2218,00:01:51.354,6,1,vehicle
2220,00:01:51.454,5,1,on/off road
2222,00:01:51.494,5,1,on/off road
2223,00:01:51.554,5,1,on/off road
2224,00:01:51.654,5,1,on/off road
2225,00:01:51.714,5,1,on/off road
2226,00:01:51.754,5,1,on/off road
2229,00:01:51.874,5,1,on/off road
2230,00:01:51.934,5,1,on/off road
2231,00:01:51.974,5,1,on/off road
2232,00:01:52.034,5,1,on/off road
2233,00:01:52.074,6,0,vehicle
2234,00:01:52.174,6,0,vehicle
2236,00:01:52.274,6,1,vehicle
2237,00:01:52.333,6,2,vehicle
2238,00:01:52.373,6,1,vehicle
2239,00:01:52.433,6,1,vehicle
2240,00:01:52.473,7,2,vehicle
2242,00:01:52.573,7,3,vehicle
2244,00:01:52.613,7,3,vehicle
2245,00:01:52.673,6,3,vehicle
2247,00:01:52.733,6,3,vehicle
2248,00:01:52.773,6,3,vehicle
2249,00:01:52.833,7,3,vehicle
2250,00:01:52.873,7,3,vehicle
2252,00:01:52.973,7,3,vehicle
2254,00:01:53.073,7,3,vehicle
2255,00:01:53.133,7,3,vehicle
2256,00:01:53.173,7,3,vehicle
2257,00:01:53.273,7,3,vehicle
2261,00:01:53.373,6,1,vehicle
2262,00:01:53.473,6,1,vehicle
2263,00:01:53.513,6,2,vehicle
2264,00:01:53.573,6,2,vehicle
2266,00:01:53.673,6,2,vehicle
2268,00:01:53.753,6,2,vehicle
2269,00:01:53.773,6,3,vehicle
2270,00:01:53.813,6,4,vehicle
2271,00:01:53.853,6,4,vehicle
2272,00:01:53.953,6,4,vehicle
2273,00:01:53.973,6,4,vehicle
2275,00:01:54.072,5,3,vehicle
2276,00:01:54.152,5,3,vehicle
2278,00:01:54.272,5,3,vehicle
2280,00:01:54.312,5,3,vehicle
2281,00:01:54.372,5,3,vehicle
2283,00:01:54.472,5,3,vehicle
2284,00:01:54.552,5,3,vehicle
2286,00:01:54.592,5,3,vehicle
2287,00:01:54.732,5,3,vehicle
2288,00:01:54.752,5,3,vehicle
2289,00:01:54.812,5,3,vehicle
2291,00:01:54.972,6,3,vehicle
2292,00:01:55.032,6,3,vehicle
2293,00:01:55.072,6,3,vehicle
2295,00:01:55.152,4,2,vehicle
2296,00:01:55.172,6,2,vehicle
2297,00:01:55.212,6,2,vehicle
2298,00:01:55.292,6,2,vehicle
2299,00:01:55.312,6,2,vehicle
2300,00:01:55.372,6,2,vehicle
2301,00:01:55.412,6,2,vehicle
2302,00:01:55.492,6,2,vehicle
2303,00:01:55.512,6,2,vehicle
2304,00:01:55.592,6,2,vehicle
2305,00:01:55.612,4,2,on/off road
2307,00:01:55.652,4,1,on/off road
2308,00:01:55.731,4,1,on/off road
2310,00:01:55.791,4,1,on/off road
2311,00:01:55.911,4,2,on/off road
2313,00:01:55.991,5,2,vehicle
2314,00:01:56.011,5,2,vehicle
2316,00:01:56.111,5,2,vehicle
2317,00:01:56.211,5,2,vehicle
2320,00:01:56.311,6,1,vehicle
2322,00:01:56.411,6,0,vehicle
2324,00:01:56.511,6,1,vehicle
2325,00:01:56.571,6,1,vehicle
2326,00:01:56.611,6,1,vehicle
2327,00:01:56.711,6,1,vehicle
2328,00:01:56.751,6,1,vehicle
2329,00:01:56.811,6,1,vehicle
2330,00:01:56.871,6,1,vehicle
2331,00:01:56.911,6,1,vehicle
2333,00:01:56.991,6,2,vehicle
2334,00:01:57.011,6,2,vehicle
2336,00:01:57.031,7,1,vehicle
2337,00:01:57.211,7,1,vehicle
2338,00:01:57.291,7,1,vehicle
2339,00:01:57.311,8,1,vehicle
2340,00:01:57.371,6,1,vehicle
2341,00:01:57.410,6,1,vehicle
2344,00:01:57.550,6,0,vehicle
2345,00:01:57.610,6,0,vehicle
2346,00:01:57.690,6,0,vehicle
2347,00:01:57.710,6,0,vehicle
2349,00:01:57.750,6,0,vehicle
2350,00:01:57.870,6,0,vehicle
2351,00:01:57.910,6,0,vehicle
2353,00:01:57.990,9,0,vehicle
2354,00:01:58.010,9,0,vehicle
2355,00:01:58.110,9,0,vehicle
2358,00:01:58.190,9,0,vehicle
2359,00:01:58.290,9,0,vehicle
2360,00:01:58.310,9,0,vehicle
2361,00:01:58.370,9,0,vehicle
2362,00:01:58.410,9,0,vehicle
2364,00:01:58.570,7,0,vehicle
2365,00:01:58.610,7,0,vehicle
2366,00:01:58.670,7,0,vehicle
2367,00:01:58.710,7,0,vehicle
2368,00:01:58.770,7,0,vehicle
2369,00:01:58.810,7,0,vehicle
2370,00:01:58.870,7,0,vehicle
2371,00:01:58.910,8,1,vehicle
2372,00:01:59.010,8,1,vehicle
2374,00:01:59.109,8,1,vehicle
2375,00:01:59.169,8,1,vehicle
2377,00:01:59.229,6,0,vehicle
2378,00:01:59.289,7,0,on/off road
2379,00:01:59.309,7,0,on/off road
2380,00:01:59.349,7,0,on/off road
2381,00:01:59.409,7,0,on/off road
2383,00:01:59.449,6,1,vehicle
2384,00:01:59.529,6,1,vehicle
2385,00:01:59.549,6,1,vehicle
2387,00:01:59.629,6,1,vehicle
2389,00:01:59.729,6,0,vehicle
2391,00:01:59.769,6,0,vehicle
2392,00:01:59.869,6,0,vehicle
2393,00:01:59.969,6,0,vehicle
2394,00:02:00.029,6,0,vehicle
2396,00:02:00.129,6,0,vehicle
2397,00:02:00.169,6,0,vehicle
2398,00:02:00.229,6,0,vehicle
2400,00:02:00.349,6,0,vehicle
2402,00:02:00.449,6,0,vehicle
2403,00:02:00.549,6,0,vehicle
2406,00:02:00.649,5,0,vehicle
2408,00:02:00.749,6,0,vehicle
2409,00:02:00.848,6,0,vehicle
2411,00:02:00.908,6,0,vehicle
2412,00:02:00.948,6,0,vehicle
2414,00:02:00.988,6,0,vehicle
2415,00:02:01.048,6,0,vehicle
2416,00:02:01.108,6,0,vehicle
2417,00:02:01.148,6,0,vehicle
2419,00:02:01.228,6,0,vehicle
2421,00:02:01.388,6,0,vehicle
2423,00:02:01.488,6,1,vehicle
2425,00:02:01.588,6,1,vehicle
2427,00:02:01.668,6,0,vehicle
2428,00:02:01.688,6,0,vehicle
2430,00:02:01.788,6,0,vehicle
2431,00:02:01.888,6,0,vehicle
2432,00:02:01.968,6,0,vehicle
2433,00:02:01.988,6,0,vehicle
2435,00:02:02.028,6,0,vehicle
2436,00:02:02.168,7,0,vehicle
2438,00:02:02.248,5,0,vehicle
2439,00:02:02.288,5,0,vehicle
2442,00:02:02.388,6,0,vehicle
2443,00:02:02.487,6,0,vehicle
2445,00:02:02.547,6,0,vehicle
2446,00:02:02.647,6,0,vehicle
2447,00:02:02.687,6,0,vehicle
2449,00:02:02.707,6,1,vehicle
2450,00:02:02.787,6,1,vehicle
2451,00:02:02.887,6,1,vehicle
2454,00:02:02.987,4,1,on/off road
2456,00:02:03.087,5,2,on/off road
2457,00:02:03.167,5,2,on/off road
2458,00:02:03.187,5,2,on/off road
2460,00:02:03.287,5,2,on/off road
2461,00:02:03.347,5,2,on/off road
2462,00:02:03.367,4,2,on/off road
2463,00:02:03.447,4,2,on/off road
2464,00:02:03.487,4,2,on/off road
2465,00:02:03.587,4,2,on/off road
2468,00:02:03.687,5,0,vehicle
2469,00:02:03.767,4,0,on/off road
2470,00:02:03.787,4,0,on/off road
2471,00:02:03.907,4,0,on/off road
2472,00:02:03.927,4,0,on/off road
2473,00:02:04.166,4,0,on/off road
2474,00:02:04.186,4,0,on/off road
2475,00:02:04.246,4,0,on/off road
2476,00:02:04.266,4,0,on/off road
2477,00:02:04.366,4,0,on/off road
2478,00:02:04.406,4,0,on/off road
2479,00:02:04.486,4,0,on/off road
2480,00:02:04.506,4,0,on/off road
2481,00:02:04.586,4,0,on/off road
2482,00:02:04.606,4,0,on/off road
2484,00:02:04.746,4,0,on/off road
2485,00:02:04.806,4,0,on/off road
2486,00:02:04.866,4,0,on/off road
2487,00:02:04.906,4,0,on/off road
2489,00:02:04.986,7,0,vehicle
2490,00:02:05.006,7,0,vehicle
2491,00:02:05.066,7,0,vehicle
2492,00:02:05.106,7,0,vehicle
2493,00:02:05.186,7,0,vehicle
2494,00:02:05.206,7,0,vehicle
2495,00:02:05.286,7,0,vehicle
2496,00:02:05.326,7,0,vehicle
2497,00:02:05.406,7,0,vehicle
2498,00:02:05.426,7,0,vehicle
2499,00:02:05.486,5,0,vehicle
2500,00:02:05.526,5,0,vehicle
2501,00:02:05.606,5,0,vehicle
2502,00:02:05.626,5,0,vehicle
2504,00:02:05.726,6,0,vehicle
2506,00:02:05.806,6,0,vehicle
2507,00:02:05.826,6,0,vehicle
2508,00:02:05.925,6,0,vehicle
2509,00:02:05.985,6,0,vehicle
2510,00:02:06.025,6,0,vehicle
2511,00:02:06.085,6,0,vehicle
2512,00:02:06.125,6,0,vehicle
2515,00:02:06.225,5,0,vehicle
2516,00:02:06.265,5,0,vehicle
2517,00:02:06.325,5,0,vehicle
2519,00:02:06.425,5,0,vehicle
2522,00:02:06.545,6,1,vehicle
2523,00:02:06.625,6,1,vehicle
2525,00:02:06.705,6,1,vehicle
2526,00:02:06.725,6,1,vehicle
2528,00:02:06.785,5,1,vehicle
2529,00:02:06.905,5,1,vehicle
2530,00:02:06.925,5,1,vehicle
2532,00:02:07.025,5,1,vehicle
2534,00:02:07.085,4,0,vehicle
2535,00:02:07.165,4,0,vehicle
2536,00:02:07.225,4,0,vehicle
2538,00:02:07.245,4,0,vehicle
2539,00:02:07.325,4,1,vehicle
2540,00:02:07.425,4,1,vehicle
2542,00:02:07.485,4,1,vehicle
2543,00:02:07.525,4,1,vehicle
2545,00:02:07.564,5,1,vehicle
2546,00:02:07.664,5,1,vehicle
2548,00:02:07.804,5,1,vehicle
2549,00:02:07.824,5,1,vehicle
2550,00:02:07.904,5,1,vehicle
2551,00:02:07.924,5,1,vehicle
2553,00:02:08.024,4,1,vehicle
2554,00:02:08.124,4,1,vehicle
2556,00:02:08.144,4,2,vehicle
2557,00:02:08.224,4,2,vehicle
2558,00:02:08.244,4,2,vehicle
2559,00:02:08.284,4,2,vehicle
2560,00:02:08.324,4,2,vehicle
2562,00:02:08.404,4,1,on/off road
2563,00:02:08.424,4,1,on/off road
2564,00:02:08.504,4,1,on/off road
2565,00:02:08.524,4,1,on/off road
2567,00:02:08.624,4,1,on/off road
2569,00:02:08.724,4,1,on/off road
2570,00:02:08.784,5,2,on/off road
2571,00:02:08.824,5,2,on/off road
2572,00:02:08.904,5,2,on/off road
2574,00:02:08.984,5,2,on/off road
2575,00:02:09.024,5,2,on/off road
