0,00:00:00.000,5,3,___
100,00:00:00.020,5,2,___
101,00:00:00.060,5,2,___
102,00:00:00.080,5,2,___
103,00:00:00.100,5,2,___
105,00:00:00.120,5,2,___
106,00:00:00.300,4,2,on/off road
107,00:00:00.340,4,2,on/off road
108,00:00:00.360,4,2,on/off road
109,00:00:00.380,4,3,on/off road
110,00:00:00.420,4,3,on/off road
112,00:00:00.460,4,3,on/off road
113,00:00:00.480,4,3,on/off road
115,00:00:00.500,4,2,on/off road
117,00:00:00.520,4,2,on/off road
118,00:00:00.540,4,2,on/off road
119,00:00:00.560,4,2,on/off road
120,00:00:00.580,4,2,on/off road
122,00:00:00.600,2,2,person
124,00:00:00.700,2,2,person
125,00:00:00.720,2,2,person
127,00:00:00.740,2,2,person
129,00:00:00.759,3,3,on/off road
130,00:00:00.779,3,3,on/off road
131,00:00:00.799,4,2,on/off road
132,00:00:00.819,4,2,on/off road
134,00:00:00.839,4,2,on/off road
136,00:00:00.859,4,2,on/off road
137,00:00:00.899,4,2,on/off road
138,00:00:00.919,4,2,on/off road
139,00:00:00.939,4,2,on/off road
141,00:00:00.959,6,3,on/off road
142,00:00:00.979,6,3,on/off road
143,00:00:00.999,6,3,on/off road
145,00:00:01.039,6,3,on/off road
147,00:00:01.059,5,1,on/off road
148,00:00:01.079,5,1,on/off road
149,00:00:01.099,5,1,on/off road
150,00:00:01.139,5,1,on/off road
152,00:00:01.159,5,1,on/off road
153,00:00:01.179,5,1,on/off road
154,00:00:01.199,5,1,on/off road
156,00:00:01.219,5,1,on/off road
157,00:00:01.239,5,1,on/off road
158,00:00:01.259,4,2,on/off road
159,00:00:01.279,4,2,on/off road
160,00:00:01.299,4,2,on/off road
161,00:00:01.319,4,2,on/off road
162,00:00:01.339,4,2,on/off road
164,00:00:01.519,5,0,on/off road
166,00:00:01.599,4,0,on/off road
169,00:00:01.619,10,1,on/off road
170,00:00:01.639,10,1,on/off road
171,00:00:01.659,10,1,on/off road
172,00:00:01.699,10,1,on/off road
174,00:00:01.739,11,0,on/off road
176,00:00:01.779,11,0,on/off road
177,00:00:01.799,11,0,on/off road
179,00:00:01.839,11,0,on/off road
181,00:00:01.899,11,0,on/off road
184,00:00:01.919,10,0,on/off road
185,00:00:01.959,10,0,on/off road
186,00:00:01.999,10,0,on/off road
189,00:00:02.079,9,1,on/off road
190,00:00:02.099,9,1,on/off road
193,00:00:02.139,9,1,on/off road
194,00:00:02.179,9,1,on/off road
195,00:00:02.199,9,1,on/off road
196,00:00:02.219,8,1,on/off road
197,00:00:02.239,8,1,on/off road
198,00:00:02.259,8,1,on/off road
199,00:00:02.299,8,1,on/off road
202,00:00:02.339,11,0,on/off road
204,00:00:02.398,10,0,on/off road
207,00:00:02.458,9,0,on/off road
208,00:00:02.498,9,0,on/off road
210,00:00:02.518,9,0,on/off road
211,00:00:02.538,9,0,on/off road
212,00:00:02.558,9,0,on/off road
213,00:00:02.578,9,0,on/off road
214,00:00:02.618,9,0,on/off road
216,00:00:02.638,8,2,on/off road
218,00:00:02.678,8,2,on/off road
219,00:00:02.698,8,2,on/off road
221,00:00:02.718,8,2,on/off road
223,00:00:02.758,7,2,on/off road
224,00:00:02.798,7,2,on/off road
225,00:00:02.818,7,2,on/off road
226,00:00:02.838,7,1,on/off road
227,00:00:02.858,7,1,on/off road
228,00:00:02.878,7,1,on/off road
229,00:00:02.918,7,1,on/off road
232,00:00:02.938,7,1,on/off road
233,00:00:02.958,7,1,on/off road
234,00:00:02.978,7,1,on/off road
235,00:00:02.998,7,1,on/off road
236,00:00:03.018,7,1,on/off road
238,00:00:03.038,6,3,on/off road
239,00:00:03.058,6,3,on/off road
240,00:00:03.078,6,3,on/off road
242,00:00:03.118,6,2,on/off road
245,00:00:03.198,8,2,on/off road
247,00:00:03.238,8,2,on/off road
248,00:00:03.258,8,2,on/off road
251,00:00:03.298,8,0,on/off road
253,00:00:03.358,8,0,on/off road
256,00:00:03.438,6,2,on/off road
257,00:00:03.458,6,2,on/off road
259,00:00:03.498,5,2,on/off road
261,00:00:03.538,5,2,on/off road
262,00:00:03.558,5,2,on/off road
263,00:00:03.578,5,2,on/off road
264,00:00:03.598,5,2,on/off road
265,00:00:03.618,5,2,on/off road
266,00:00:03.758,5,2,on/off road
269,00:00:03.778,6,2,on/off road
270,00:00:03.838,6,2,on/off road
272,00:00:03.878,6,2,on/off road
275,00:00:03.918,6,2,on/off road
277,00:00:03.958,7,1,on/off road
278,00:00:03.978,6,1,on/off road
280,00:00:04.018,6,1,on/off road
281,00:00:04.038,6,1,on/off road
282,00:00:04.057,6,1,on/off road
283,00:00:04.077,6,1,on/off road
286,00:00:04.117,7,1,on/off road
287,00:00:04.177,7,1,on/off road
289,00:00:04.197,6,1,on/off road
290,00:00:04.237,6,1,on/off road
291,00:00:04.277,6,1,on/off road
293,00:00:04.317,5,2,on/off road
295,00:00:04.377,5,2,on/off road
297,00:00:04.397,6,1,on/off road
299,00:00:04.437,6,1,on/off road
301,00:00:04.577,6,1,on/off road
304,00:00:04.617,6,0,on/off road
305,00:00:04.637,6,0,on/off road
306,00:00:04.677,6,0,on/off road
309,00:00:04.717,7,0,on/off road
311,00:00:04.737,7,0,on/off road
312,00:00:04.777,7,0,on/off road
314,00:00:04.797,6,0,on/off road
315,00:00:04.837,6,0,on/off road
316,00:00:04.877,6,0,on/off road
320,00:00:05.097,6,1,on/off road
322,00:00:05.117,8,0,on/off road
323,00:00:05.217,8,0,on/off road
324,00:00:05.237,8,0,on/off road
325,00:00:05.257,8,0,on/off road
328,00:00:05.337,7,0,on/off road
329,00:00:05.357,7,0,on/off road
331,00:00:05.377,7,0,on/off road
333,00:00:05.437,7,0,vehicle
335,00:00:05.477,7,0,vehicle
338,00:00:05.517,7,0,vehicle
339,00:00:05.537,7,0,vehicle
340,00:00:05.557,7,0,vehicle
341,00:00:05.577,7,0,vehicle
343,00:00:05.657,6,0,vehicle
345,00:00:05.677,6,0,vehicle
348,0000:05.736,6,0,on/off road
350,00:00:05.776,6,0,on/off road
353,00:00:05.816,6,1,on/off road
354,00:00:05.916,6,1,on/off road
355,00:00:05.976,6,1,on/off road
358,00:00:06.096,9,0,on/off road
359,00:00:06.136,9,0,on/off road
361,00:00:06.156,9,0,on/off road
363,00:00:06.236,8,0,vehicle
365,00:00:06.256,8,0,vehicle
367,00:00:06.296,7,1,vehicle
368,00:00:06.336,7,1,vehicle
369,00:00:06.356,7,1,vehicle
371,00:00:06.376,7,1,vehicle
372,00:00:06.416,7,1,vehicle
373,00:00:06.456,7,1,vehicle
375,00:00:06.476,7,1,vehicle
376,00:00:06.516,7,1,vehicle
377,00:00:06.536,7,1,on/off road
378,0000:06.556,7,1,on/off road
381,0000:06.596,6,1,on/off road
383,0000:06.656,6,1,on/off road
386,00:00:06.716,6,0,on/off road
388,0000:06.736,6,0,on/off road
389,0000:06.756,6,0,on/off road
391,00:00:06.776,6,0,on/off road
393,00:00:06.816,6,0,on/off road
394,00:00:06.836,6,0,on/off road
395,0000:06.856,6,0,on/off road
398,0000:06.876,5,2,vehicle
399,0000:06.896,5,2,vehicle
400,00:00:06.916,5,2,vehicle
401,0000:06.956,5,2,vehicle
404,00:00:06.996,5,2,vehicle
406,00:00:07.056,5,2,vehicle
409,00:00:07.096,5,2,vehicle
410,00:00:07.136,5,2,vehicle
411,00:00:07.156,5,2,vehicle
413,00:00:07.196,5,2,vehicle
414,00:00:07.216,5,2,vehicle
415,00:00:07.256,5,2,vehicle
418,00:00:07.276,5,1,vehicle
419,00:00:07.296,5,1,vehicle
420,00:00:07.316,5,1,vehicle
421,00:00:07.355,5,1,vehicle
423,00:00:07.395,5,1,vehicle
425,00:00:07.415,5,1,vehicle
426,0000:07.435,5,1,vehicle
427,0000:07.455,5,1,vehicle
430,00:00:07.495,6,1,vehicle
431,00:00:07.515,6,1,vehicle
432,00:00:07.555,6,1,vehicle
434,00:00:07.595,6,1,vehicle
436,00:00:07.615,6,1,vehicle
437,00:00:07.635,6,1,vehicle
438,0000:07.655,6,1,vehicle
440,00:00:07.715,6,1,vehicle
442,0000:07.755,6,1,vehicle
443,00:00:07.775,6,0,vehicle
444,00:00:07.795,6,0,vehicle
446,00:00:07.835,5,2,vehicle
448,0000:07.855,5,2,vehicle
450,00:00:07.895,6,1,vehicle
452,00:00:07.935,5,3,vehicle
454,00:00:07.955,5,3,vehicle
456,00:00:07.975,5,3,vehicle
457,00:00:07.995,5,3,vehicle
458,00:00:08.015,5,3,vehicle
460,00:00:08.035,5,3,vehicle
461,00:00:08.055,6,2,vehicle
463,00:00:08.115,6,1,vehicle
464,00:00:08.155,6,2,vehicle
465,00:00:08.175,6,2,vehicle
467,00:00:08.215,7,2,on/off road
468,00:00:08.235,7,2,on/off road
469,00:00:08.275,7,2,on/off road
471,00:00:08.295,6,3,on/off road
472,00:00:08.335,6,3,on/off road
473,0000:08.355,6,3,on/off road
474,00:00:08.375,6,3,on/off road
475,00:00:08.455,6,3,on/off road
477,00:00:08.475,6,3,on/off road
478,00:00:08.495,6,3,on/off road
481,00:00:08.535,7,2,vehicle
482,00:00:08.555,7,2,vehicle
483,00:00:08.595,7,2,vehicle
486,00:00:08.635,7,2,vehicle
488,00:00:08.655,7,2,vehicle
489,00:00:08.675,7,2,vehicle
490,00:00:08.695,7,2,vehicle
492,00:00:08.715,6,4,vehicle
493,00:00:08.735,7,3,vehicle
494,0000:08.755,7,3,vehicle
495,00:00:08.795,7,3,vehicle
498,00:00:08.855,7,3,vehicle
500,00:00:08.895,7,3,vehicle
502,00:00:08.915,7,3,vehicle
503,00:00:08.955,7,3,vehicle
504,00:00:08.994,7,3,vehicle
507,00:00:09.034,7,3,vehicle
508,00:00:09.054,7,3,vehicle
510,00:00:09.094,7,3,vehicle
513,00:00:09.134,7,3,vehicle
514,00:00:09.174,7,3,vehicle
516,00:00:09.194,6,3,vehicle
517,00:00:09.234,6,3,vehicle
518,00:00:09.274,6,3,vehicle
519,00:00:09.294,6,3,vehicle
